efz20100101.001208 9
efz20100102.001208 6
efz20100103.001208 4
efz20100104.001208 1
efz20100105.001209 6
efz20100106.001208 4
efz20100107.001208 4
efz20100108.001027 8
efz20100109.001210 38
efz20100110.001208 49
efz20100111.001322 52
efz20100112.001321 11
efz20100113.001321 2
efz20100114.001320 4
efz20100116.001320 6
efz20100117.001320 7
efz20100118.001324 6
efz20100119.001209 8
efz20100120.001208 2
efz20100121.001206 5
efz20100123.001208 4
efz20100124.001208 6
efz20100125.001208 2
efz20100126.001208 8
efz20100127.001208 5
efz20100203.001208 8
efz20100204.001210 8
efz20100205.001208 4
efz20100206.001208 4
efz20100207.001208 6
efz20100208.001209 8
efz20100209.001208 8
efz20100211.001208 8
efz20100212.001208 6
efz20100213.001209 10
efz20100214.001208 8
efz20100215.001210 7
efz20100216.001208 10
efz20100217.001208 7
efz20100218.001208 5
efz20100219.001340 11
efz20100220.001208 9
efz20100221.001208 6
efz20100222.001208 12
efz20100223.001208 9
efz20100224.001208 6
efz20100225.001208 6
efz20100226.001209 6
efz20100227.001209 7
efz20100228.001208 9
efz20100301.001208 3
efz20100302.001208 6
efz20100303.001208 10
efz20100304.001206 5
efz20100305.001208 8
efz20100306.001208 4
efz20100307.001209 7
efz20100308.001208 5
efz20100309.001208 2
efz20100310.001208 7
efz20100311.001208 4
efz20100312.001208 4
efz20100313.001210 10
efz20100314.001211 7
efz20100315.001210 10
efz20100316.001210 4
efz20100317.001210 5
efz20100318.001210 9
efz20100319.001210 8
efz20100320.001210 26
efz20100321.001211 3
efz20100322.001211 7
efz20100323.001210 6
efz20100324.001211 5
efz20100325.001210 6
efz20100326.001210 5
efz20100327.001210 8
efz20100328.001210 6
efz20100329.001211 8
efz20100330.001210 8
efz20100331.001210 6
efz20100401.001210 7
efz20100402.001211 7
efz20100403.001210 10
efz20100404.001210 7
efz20100405.001210 6
efz20100406.001210 7
efz20100407.001210 4
efz20100408.001210 11
efz20100409.001211 3
efz20100410.001211 9
efz20100411.001210 10
efz20100412.001211 3
efz20100413.001211 10
efz20100414.001211 7
efz20100415.001210 7
efz20100416.001210 4
efz20100417.001210 1
efz20100418.001211 6
efz20100419.001210 3
efz20100420.001210 5
efz20100421.001210 5
efz20100422.001210 7
efz20100423.001210 7
efz20100424.001210 8
efz20100425.001210 9
efz20100503.001210 11
efz20100504.001211 8
efz20100505.001210 7
efz20100506.001210 9
efz20100507.001211 11
efz20100508.001210 8
efz20100509.001210 7
efz20100510.001210 7
efz20100511.001211 4
efz20100512.001210 5
efz20100513.001210 6
efz20100514.001211 7
efz20100515.001210 3
efz20100516.001211 2
efz20100517.001210 6
efz20100518.001210 9
efz20100519.001210 6
efz20100520.001211 1
efz20100521.001210 4
efz20100522.001211 8
efz20100523.001211 7
efz20100524.001211 6
efz20100525.001210 9
efz20100526.001210 3
efz20100527.001211 4
efz20100528.001210 7
efz20100529.001211 9
efz20100530.001210 5
efz20100531.001210 7
efz20100601.001210 6
efz20100602.001210 12
efz20100603.001210 11
efz20100604.001210 6
efz20100605.001210 8
efz20100607.001248 5
efz20100608.001210 2
efz20100609.001210 5
efz20100610.001211 5
efz20100611.001210 8
efz20100612.001211 7
efz20100613.001210 2
efz20100614.001210 6
efz20100618.001210 4
efz20100620.001210 5
efz20100621.001210 8
efz20100622.001210 4
efz20100623.001210 5
efz20100624.001210 4
efz20100625.001211 5
efz20100626.001211 7
efz20100627.001211 7
efz20100628.001210 7
efz20100629.001210 6
efz20100630.001211 5
efz20100701.001410 8
efz20100704.001212 6
efz20100705.001211 2
efz20100706.001210 7
efz20100707.001210 5
efz20100708.001210 4
efz20100709.001210 7
efz20100710.001210 6
efz20100711.001210 6
efz20100712.001210 9
efz20100713.001210 3
efz20100714.001212 4
efz20100715.001210 7
efz20100716.001210 8
efz20100717.001211 8
efz20100718.001210 6
efz20100719.001210 6
efz20100720.001210 1
efz20100729.001210 4
efz20100731.001210 8
efz20100801.001210 6
efz20100802.001210 8
